,,,,,,,,,,,,
,YEAR,MONTH,DAY,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,MAXIMUM_WATER_HEIGHT,DEATHS,TOTAL_DEATHS
,1871,2,20,,7,USA,HAWAII,20.7,-157,,,
,1871,3,3,,,INDONESIA,RUANG,2.28,125.425,25,400,400
,1871,3,25,,7.5,CHILE,CENTRAL CHILE,-35,-72.5,1,,
,1871,3,,,,NEW ZEALAND,WESTPORT,-41.75,171.58,,,
,1871,4,30,,,PHILIPPINES,SULU SEA,9.203,124.673,,,
,1871,6,18,,,USA,"LONG ISLAND, NEW YORK",40.5,-73.9,,,
,1871,8,20,,,CHILE,CENTRAL CHILE,-33.1,-71.7,,,
,1871,8,21,,7,PERU,S. PERU,-13,-77,,,
,1871,8,25,,,INDONESIA,N. MOLUCCAS ISLANDS,0.5,123,,,
,1871,8,,,,NEW ZEALAND,"HOKITIKA RIVER, SOUTH ISLAND",-42.72,170.96,,,
,1871,9,7,,,FRANCE,NORTHERN FRANCE: ILLE-ET-VILAINE,48.7,-2,,,
,1871,10,5,,,CHILE,NORTHERN CHILE,,,,,
,1871,10,5,,,GREECE,CORINTH GULF,,,,,
,1871,12,28,,,CHILE,SOUTHERN CHILE,-41.5,-73,,,
,1872,1,10,,6.5,PERU,S. PERU,-16.4,-71.5,,,
,1872,1,13,,,USA,HAWAII,,,,,
,1872,1,22,,,USA,HAWAII,,,,,
,1872,1,26,,6,PHILIPPINES,PHILIPPINES,16,119,,,
,1872,3,14,33,7.4,JAPAN,SW. HONSHU ISLAND,34.9,132,3,,804
,1872,3,26,,7.3,USA,S. CALIFORNIA,36.7,-118.1,,,
,1872,8,23,,,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.2,-168.5,1.3,,
,1872,8,27,,,USA,HAWAII,,,,,
,1872,9,16,,,USA,"SAN FRANCISCO, N. CALIFORNIA",,,0.1,,
,1872,11,17,,,USA,"PENOBSCOT BAY, MAINE",44.183,-68.917,0.51,,
,1872,,,,,ICELAND,ICELAND,,,,,
,1872,,,,,JAPAN,BONIN ISLANDS [CHICHIJIMA ISLAND],27.07,142.21,,,
,1873,7,7,,,CHILE,NC. CHILE/ SC. CHILE,,,,,
,1873,10,13,0,,PANAMA,PANAMA CITY,8.96,-79.53,,,
,1873,10,25,,,GREECE,IONIAN SEA,,,,,
,1873,11,19,,,CHILE,NORTHERN CHILE,-23.6,-70.4,,,
,1873,11,23,,6.7,USA,N. CALIFORNIA,42,-124,3.05,,
,1873,,,,8,PAPUA NEW GUINEA,MACLAY COAST,-5.5,146,,,
,1874,3,11,,,USA TERRITORY,VIRGIN ISLANDS,18.1,-65.1,,,
,1874,5,,,,BANGLADESH,SUNDERBANS,22,89,,2000,2000
,1874,5,,,,USA,"LITUYA BAY, AK",58.64,-137.57,24.38,,
,1874,5,,,,INDONESIA,N. MOLUCCAS ISLANDS,,,,,
,1875,2,23,,,MEXICO,S. MEXICO,20,-105,,,
,1875,3,18,,,ITALY,ADRIATIC SEA,44.2,12.4,,,
,1875,3,28,,8,NEW CALEDONIA,"LIFOU ISLAND, LOYALTY ISLANDS",-20,168.5,4,25,25
,1875,5,10,,7,VANUATU,VANUATU ISLANDS,-18.5,168,,,
,1875,10,12,,,USA,N. CALIFORNIA,,,,,
,1875,,,,7,PAPUA NEW GUINEA,BISMARCK SEA,-6,147,,,
,1876,5,28,50,6.8,INDONESIA,CERAM SEA,-3,127.25,0.3,,
,1876,10,26,,,JAPAN,RYUKYU ISLANDS,,,,,
,1876,12,23,,,ITALY,LIGURIAN SEA,,,,,
,1876,,,,,INDIA,BAY OF BENGAL,,,,,
,1877,2,2,,,USA,S.W. COAST OF HAWAII,,,,,
,1877,2,24,,,USA,S.W. COAST OF HAWAII,,,,,
,1877,4,16,,,USA,N. TO S. CALIFORNIA,35,-120,1.8,,
,1877,5,4,,,USA,HAWAII,,,,,
,1877,5,10,,8.3,CHILE,NORTHERN CHILE,-21.5,-70.5,24,2282,2385
,1877,5,14,,,PERU,CENTRAL PERU,-12.07,-77.15,,,
,1877,5,15,,,CHILE,NORTHERN CHILE,-21.2,-70.1,,,
,1877,6,15,,,CHILE,NORTHERN CHILE,-19.6,-70.2,,,
,1877,8,23,,,CHILE,NORTHERN CHILE,-20.2,-70.1,1,,
,1877,9,2,,,CHILE,CENTRAL CHILE,-33,-71.6,,,
,1877,10,9,,,CHILE,NORTHERN CHILE,-24,-71,,,
,1877,10,11,,,COLOMBIA,BUENAVENTURA,3.88,-77.08,,,
,1877,12,1,,,NEW ZEALAND,WAIPIRO BAY,-38.02,178.33,,,
,1878,1,10,,7.5,VANUATU,TANNA ISLAND,-19,168.5,12,,
,1878,1,14,,,USA,CALIFORNIA,,,,,
,1878,1,20,,,USA,"ALEUTIAN ISLANDS, AK",,,3.6,,
,1878,1,23,40,7.9,CHILE,NORTHERN CHILE,-19.92,-70.335,,,
,1878,1,27,,,PERU,CENTRAL PERU,-12,-77,,5,5
,1878,1,28,,,CHILE,CENTRAL CHILE,-33,-71.6,,,
,1878,2,3,,,CHILE,NORTHERN CHILE,-20.2,-70.1,,,
,1878,2,4,,,PERU,CENTRAL PERU,-12,-77,,,
,1878,2,4,,,PAPUA NEW GUINEA,BISMARCK SEA,-4.25,152.25,,,1
,1878,2,11,,8,VANUATU,TANNA ISLAND,-19,168.5,,,
,1878,2,14,,,CHILE,CENTRAL CHILE,-36.8,-73,,,
,1878,3,12,,,CHILE,NORTHERN CHILE,-20.2,-70.1,,,
,1878,4,12,,,CHILE,NORTHERN CHILE,-20.2,-70.1,,,
,1878,4,19,,6.7,TURKEY,GULF OF IZMIT,40.8,20.9,,,40
,1878,6,12,,,CHILE,NORTHERN CHILE,-23.7,-70.4,,,
,1878,6,30,,,CHILE,NORTHERN CHILE,-18.3,-70.5,,,
,1878,8,29,,,USA,"UNALASKA ISLAND, AK",54,-167,,,
,1878,8,,,,VANUATU,TANNA ISLAND,-19,168.5,,,
,1878,8,,,,INDONESIA,TAGRILAND ISLAND,,,,,
,1878,9,30,,,CHILE,NORTHERN CHILE,-20.2,-70.2,,,
,1878,10,11,,,RUSSIA,TATAR STRAIT,,,,,
,1878,11,22,,,USA,S. CALIFORNIA,35.18,-120.731,1,1,1
,1878,11,23,,,CHILE,CENTRAL CHILE,-33,-71.6,,,
,1879,2,4,,,ITALY,STROMBOLI ISLAND,38.789,15.213,,,
,1879,4,27,,,NEW ZEALAND,GREYMOUTH,-42.45,171.21,0.9,,
,1879,7,11,,5.9,EGYPT,GULF OF SUEZ,29,33,,,
,1879,7,29,,,CROATIA,ADRIATIC SEA,,,,,
,1879,8,8,,,CHILE,CENTRAL CHILE,-33,-71.6,,,
,1879,8,10,,,USA,S. CALIFORNIA,34.227,-118.433,,,
,1879,,,,,USA,"OFF COAST NANTUCKET, MASSACHUSETTS",41.28,-70.08,,,
,1880,4,14,,,NORWAY,WESTERN NORWAY,62.083,7.117,,,
,1880,4,26,,,ITALY,CALIBRIAN ARC,37.27,14.68,,,
,1880,7,18,100,7.5,PHILIPPINES,E. LUZON ISLAND,16,121.85,,,20
,1880,8,15,,7.7,CHILE,CENTRAL CHILE,-31.62,-71.18,,,2
,1880,9,2,,,GREECE,IONIAN SEA,,,,,
,1880,9,8,12,7,NEW ZEALAND,GISBORNE,-38.85,178.85,,,
,1880,9,23,,,AUSTRALIA,SYDNEY HARBOR,-33.8,151.3,0.08,,
,1880,9,29,,6.3,USA,"CHIRIKOF ISLAND, AK",55.8,-155.6,,,
,1880,10,26,,6.3,USA,"SITKA, AK",57,-136,1.8,,
,1880,11,,,,JAPAN,"TOYAMA PREF., JAPAN",36.7,137.3,,,
,1881,4,3,,6.5,GREECE,"CHIOS ISLAND, AEGEAN ISLANDS",38.2,26.2,,,
,1881,4,11,,,GREECE,"CHIOS ISLAND, AEGEAN ISLANDS",38.2,26.2,,,
,1881,6,29,,,NEW ZEALAND,PIGEON BAY (BANKS PENINSULA),-43.69,172.9,3,,
,1881,7,12,,,FIJI,FIJI ISLANDS,-16,179,0.46,,
,1881,7,14,,,CHILE,NORTHERN CHILE,-20.2,-70.1,1.4,,
,1881,8,12,,,JAMAICA,KINGSTON,17.97,-76.8,0.46,,
,1881,10,25,,7,JAPAN,HOKKAIDO ISLAND,43.3,147.3,,,
,1881,10,27,,,CHILE,NORTHERN CHILE,-19.6,-70.2,,,
,1881,11,24,,,TONGA,ISLAND OF TONGATAPU,,,,,
,1881,12,15,,,GREECE,AETOLIKO LAGOON,38.4,21.4,2,,
,1881,12,31,,7.9,INDIA,BAY OF BENGAL: W OF CAR NICOBAR IS,8.52,92.43,1.22,,
,1882,1,,,,SRI LANKA,SRI LANKA,8.567,81.233,,,
,1882,2,23,,,CHILE,CENTRAL CHILE,-33.58,-71.63,,,
,1882,4,13,,,NEW ZEALAND,"GLENBURN, WAIRARAPA",-41.32,175.84,1.2,,
,1882,9,7,40,7.9,PANAMA,SAN BLAS ARCHIPELAGO,10,-79,3,100,
,1882,9,14,,,CHILE,NORTHERN CHILE,-19.6,-70.2,,,
,1882,10,10,,7.5,INDONESIA,BANDA SEA,-4.5,129.9,,,
,1882,12,9,,6.2,TAIWAN,SOUTH CHINA SEA,24.5,120.5,,,8
,1882,,,,,CHINA,HUBEI PROVINCE,,,,,
,1883,3,12,,,MEXICO,S. MEXICO,,,,,
,1883,3,24,,,SAMOA,SAMOA,,,,,
,1883,5,20,,,INDONESIA,"HORN ISLAND [AYER ISLAND], JAKARTA",-6.004,106.781,,,
,1883,5,31,,,INDONESIA,BANKA ISLAND,-2.25,106,,,
,1883,6,27,,,GREECE,IONIAN ISLANDS,39.5,20,,,
,1883,8,27,,,INDONESIA,KRAKATAU,-6.102,105.423,41,34417,36417
,1883,10,6,,,USA,"COOK INLET, AK",59.4,-153.4,9.14,,8
,1883,10,10,,,INDONESIA,JAVA-S. JAVA,-6.102,105.423,,,
,1883,11,14,,,USA,"PUUNALUU, HAWAII",19.133,-155.505,,,
,1884,1,14,,,URUGUAY,MONTEVIDEO,-34.917,-56.167,,,
,1884,1,25,,,USA,N. CALIFORNIA,38,-122,,,
,1884,1,,,,FIJI,MACUATA,-16,179,,,
,1884,2,,,,INDONESIA,KRAKATAU,-6.102,105.423,,,
,1884,7,20,,6.2,ERITREA,OFFSHORE MASSAWA,15.7,39.6,,,
,1884,8,10,,5.5,USA,"ROCKAWAY BEACH, NEW YORK",40.6,-73.75,1.8,,
,1884,9,19,,,USA,"IN THE DETROIT RIVER, MI",42.35,-82.95,,,
,1884,11,5,,7.5,PANAMA,GULF OF PANAMA,7.5,-79,,,
,1884,11,12,,,USA,N. CALIFORNIA,40,-122,0.1,,
,1884,11,15,,,JAPAN,OKAYAMA PREFECTURE,,,,,
,1884,12,21,,,USA,"NEW HAVEN, CT",41.31,-72.92,2.4,,
,1885,1,16,,,FRANCE,LIGURIAN SEA,,,,,
,1885,1,29,,,ALGERIA,ALGERIA,,,,,
,1885,4,30,,7.3,INDONESIA,MOLUCCAS ISLANDS,-2.5,127.5,1.2,,
,1885,7,29,,6.8,INDONESIA,"AJERBANGIS, SUMATRA",0,99.5,,,
,1885,8,3,,,INDONESIA,SULAWESI ISLAND,1.1,124.3,,,
,1885,11,12,,,CHILE,NORTHERN CHILE,-20.2,-70.1,1,,
,1885,11,19,,,USA,N. CALIFORNIA,,,,,
,1885,11,24,,,USA,N. CALIFORNIA,,,,,
,1885,12,14,,,INDONESIA,BANDA ACEH,5.55,95.3,,,
,1886,1,31,,,INDONESIA,BANDA ACEH,5.6,95.3,,,
,1886,8,27,,7.5,GREECE,IONIAN SEA,37.1,21.5,,,
,1886,8,29,,,CHILE,SC. CHILE,,,,,
,1886,9,1,,7.7,USA,"CHARLESTON, SC",32.9,-80,,,
,1886,12,,,,NEW ZEALAND,"JACKSON BAY, SOUTH ISLAND",-43.957,168.616,,,
,1886,,,,,BANGLADESH,BAY OF BENGAL,,,,,
,1887,2,2,,,PHILIPPINES,PANAY ISLAND,10.7,122.6,,,
,1887,2,5,,,USA,HAWAII,19,-155,,,
,1887,2,23,,,ITALY,LIGURIAN SEA,43.7,8.1,2,,
,1887,5,3,,8,MEXICO,N. MEXICO,31,-109,,,44
,1887,5,19,,,INDONESIA,"SIGLI, ACEH, SUMATRA",5.4,96,,,
,1887,7,8,,,USA,N. CALIFORNIA,,,0.06,,
,1887,9,23,,,HAITI,MOLE SAINT-NICOLAS,19.7,-74.4,,,
,1887,10,3,,6.2,GREECE,"PELOPONNESUS, GREECE",38.3,22.8,,,
,1888,3,13,,,PAPUA NEW GUINEA,RITTER ISLAND,-5.52,148.121,15,,
,1888,3,21,,,INDONESIA,BREUEH ISLAND,5.8,95,,,
,1888,4,23,,,NORWAY,MID-NORWAY,63.433,10.383,,,
,1888,6,5,,,URUGUAY,LA PLATA RIVER,-34.5,-57.9,,,
,1888,6,13,,7.5,CHINA,BOHAI GULF,38.5,119,,,
,1888,7,30,,,ITALY,LIGURIAN SEA,,,,,
,1888,9,9,,6.1,GREECE,GULF OF CORINTH,38.2,22.1,,,
,1889,1,1,,,USA,HAWAII,,,,,
,1889,3,8,,,TONGA,TONGA,,,11,,
,1889,5,25,,6.8,PHILIPPINES,MINDORO ISLAND,13.5,121,0.1,,
,1889,8,16,,,INDONESIA,JAVA-S. JAVA,-6.05,105.92,,,
,1889,9,6,70,8,INDONESIA,N. MOLUCCAS ISLANDS,1,126.25,4,,
,1889,9,8,,,INDONESIA,MOLUCCAS ISLANDS,,,,,
,1889,9,8,,,USA,"ASBURY PARK, NJ",,,,,
,1889,11,23,,6,INDONESIA,JAVA,-7,113.5,,,
,1889,12,8,,,ITALY,GARGANO PENINSULA,42.05,15.5,,,
,1890,7,11,10,7.2,IRAN,CASPIAN SEA,36.6,54.6,,,171
,1891,1,15,,,ALGERIA,SEA OF ALBORAN,36.5,1.8,,,
,1891,5,19,,,INDONESIA,"SIGLI, ACEH, SUMATRA",5.4,96,,,
,1891,6,10,,,INDONESIA,N. MOLUCCAS ISLANDS,-0.5,127.5,,,
,1891,6,20,,,INDONESIA,BANDA SEA,-4,129,,,
,1891,6,22,,,NEW ZEALAND,NEW ZEALAND,-37.4,174.4,,,
,1891,7,30,,,MEXICO,N. MEXICO,25.5,-103.5,,,
,1891,9,16,,,NEW ZEALAND,NEW BRIGHTON,-43.51,172.73,,,
,1891,10,5,,7,INDONESIA,TIMOR SEA,-9,124,,,
,1891,11,29,,,USA,WASHINGTON,48,-123.5,2.44,,
,1892,1,7,,,INDONESIA,"AURI, HALMAHERA",,,,,
,1892,3,27,,,CHILE,NORTHERN CHILE,-18.5,-70.35,,,
,1892,5,10,,,URUGUAY,MONTEVIDEO,-34.917,-56.167,,,
,1892,5,16,,7.5,USA TERRITORY,"GUAM, MARIANA ISLANDS",14,143.3,,,
,1892,5,17,,,INDONESIA,NORTHEAST SUMATRA,2.5,99.5,,,
,1892,6,7,,,INDONESIA,"AWU VOLCANO, SANGIHE ISLAND",3.67,125.5,0.75,,1532
,1892,8,30,,,TONGA,TOFUA,-19.75,-175.07,,,
,1892,8,,,,VANUATU,ESPIRITU SANTO ISLAND,-15.25,166.83,,,
,1892,11,15,,,ITALY,TYRRHENIAN SEA,40.54,13,,,
,1892,11,18,70,7,INDONESIA,SERAM ISLAND,-3,127.75,,,
,1892,12,9,,6.5,JAPAN,SW. HONSHU ISLAND,37,136.8,,,1
,1893,1,28,,,GREECE,SAMOTHRACE,,,,,
,1893,2,9,,6.5,GREECE,SAMOTHRACE,40.5,25.5,1,,
,1893,2,19,,,JAMAICA,KINGSTON,17.97,-76.8,,,
,1893,4,17,,6.4,GREECE,IONIAN SEA,37.7,20.9,,,
,1893,6,4,,7,RUSSIA,S. KURIL ISLANDS,43.3,147.5,3,,
,1893,6,13,,6.9,JAPAN,"NEMURO, JAPAN",42.5,145.5,,,
,1893,6,14,,7.5,ALBANIA,ALBANIAN COASTS,40.2,19.7,,,
,1893,6,21,,,PHILIPPINES,AGUSAN RIVER,6.9,125.8,,,
,1893,7,31,,6,VANUATU,"PORT VILA, EFATE ISLAND",-17.75,168.3,,,
,1893,8,27,,,VANUATU,"PORT VILA, EFATE ISLAND",-17.75,168.3,,,
,1894,3,22,,7.9,JAPAN,SE. HOKKAIDO ISLAND,42.5,146,4,,1
,1894,4,27,,7,GREECE,NORTH EVOIKOS GULF,38.7,23.1,3,,
,1894,5,10,,,MEXICO,OFF WEST COAST,25.4,-108.95,6,,
,1894,7,10,,6.7,TURKEY,MARMARA SEA,40.6,28.7,,,
,1894,10,22,,7,JAPAN,"YAMAGATA, JAPAN",38.9,139.8,,,726
,1894,11,16,,,ITALY,CALABRIAN ARC,38.3,15.9,,,101
,1894,11,21,,,ATLANTIC OCEAN,ATLANTIC OCEAN,49,-34.5,12.2,,
,1894,11,28,,,USA,"PUYALLUP RIVER DELTA, TACOMA, WA",47.286,-122.445,3,1,1
,1894,,,,,TUNISIA,BALEARIC SEA,,,1,,
,1895,1,28,,,USA,HAWAII,,,,,
,1895,3,6,,7.3,PAPUA NEW GUINEA,SOLOMON SEA,-8.4,150.1,6,,
,1895,3,9,,,USA,S. CALIFORNIA,,,,,
,1895,5,25,,,JAPAN,W. KYUSHU ISLAND,33,130,,,
,1895,5,31,,,CHILE,NORTHERN CHILE,-18,-71,,,
,1895,7,8,30,8.2,TURKMENISTAN,CASPIAN SEA,39.5,53.7,,,
,1895,7,9,,,NEW ZEALAND,PIEGON BAY,-43.688,172.9,5,,
,1895,7,,,,USA,S. CALIFORNIA,,,,,
,1895,8,18,12,6,NEW ZEALAND,"LAKE TAUPO, NORTH ISLAND",-38.8,176,,,
,1895,9,1,,4.3,USA,"HIGH BRIDGE, NJ",40.667,-74.883,,,
,1895,10,14,,,USA,N. CALIFORNIA,,,,,
,1895,10,31,,6.7,USA,"CHARLESTON, MO",37,-89.4,,,
,1895,11,1,,,ITALY,TYRRHENIAN SEA,41.7,12.2,,,
,1896,1,9,,7.6,JAPAN,"KASHIMA, JAPAN",36.5,141,0.25,,
,1896,2,16,,,JAMAICA,KINGSTON,17.6,-76.7,,,
,1896,6,15,,8.3,JAPAN,SANRIKU,39.5,144,38.2,27122,27122
,1896,10,10,,6.8,INDONESIA,SW. SUMATRA,-3.5,102.5,,,
,1896,10,16,,,ITALY,LIGURIAN SEA,43.7,8.1,,,
,1896,11,5,,,GREECE,IONIAN SEA,,,,,
,1896,12,17,,,USA,"SANTA BARBARA, CA",,,2.5,,
,1896,,,,,ICELAND,ICELAND,,,,,
,1897,2,19,33,7.4,JAPAN,SANRIKU,38.1,141.9,1,,
,1897,3,15,15,5.5,INDONESIA,FLORES SEA,-6.8,120.8,,,
,1897,3,26,,,SOLOMON ISLANDS,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,,,
,1897,4,17,,,USA,"GULF OF ALASKA, AK",,,,,
,1897,4,29,,,NEW ZEALAND,OFF EAST COAST OF SOUTH ISLAND,-43.6,172.8,,,
,1897,6,12,,8.7,INDIA,ASSAM,26,91,,,1542
,1897,6,20,,7,MEXICO,S. MEXICO,16,-95,,,
,1897,8,5,,7.7,JAPAN,SANRIKU,38,143.7,3.6,,
,1897,9,20,33,8.6,PHILIPPINES,SULU SEA,6,122,2,,
,1897,9,21,33,8.7,PHILIPPINES,SULU SEA,6,122,7,13,13
,1897,9,21,,,NEW ZEALAND,WELLINGTON,-41.3,174.8,1,,
,1897,10,18,33,8.1,PHILIPPINES,SAMAR ISLAND,12,126,,,
,1897,12,29,,,DOMINICAN REPUBLIC,SANTO DOMINGO,18.5,-69.95,,,
,1897,12,,,,GREECE,IONIAN ISLANDS,,,,,
,1897,,,,,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.72,-62.18,,,
,1898,3,31,,6.2,USA,"OAKLAND, N. CALIFORNIA",38.2,-122.4,0.31,,
,1898,4,22,,7.2,JAPAN,HONSHU ISLAND,38.6,142,0.1,,
,1898,6,2,,7,GREECE,"PELOPONNESUS, GREECE",37.6,22.5,,,
,1898,7,23,,6.5,CHILE,CENTRAL CHILE,-36.83,-73.03,,,6
,1898,12,3,,,GREECE,IONIAN ISLANDS,37.75,21,,,
,1899,1,15,,,PAPUA NEW GUINEA,"EAST COAST, NEW IRELAND",-3,152,,,
,1899,1,22,,6.6,GREECE,IONIAN SEA,37.2,21.6,1,,
,1899,1,29,,,AUSTRALIA,NORTHERN AUSTRALIA,-12.4,130.7,1.8,,
,1899,2,3,,,PORTUGAL,AZORES,38.7,-28.2,,1,1
,1899,8,8,,,CHILE,CENTRAL CHILE,-33,-71.5,,,
,1899,9,4,,8.2,USA,"CAPE YAKATAGA, AK",60,-142,3.1,,
,1899,9,10,25,8.2,USA,"YAKUTAT BAY, AK",60,-140,60.96,,
,1899,9,29,,7.8,INDONESIA,BANDA SEA,-3,128.5,12,2460,2460
,1899,10,7,,,JAPAN,TAGONOURA,35.1,138.75,,,
,1899,10,19,,,PAPUA NEW GUINEA,BISMARCK SEA,-5,148,,,
,1899,11,24,,7.1,JAPAN,SEIKAIDO,31.9,132,0.3,,
,1899,11,25,,6.9,JAPAN,SEIKAIDO,32.7,132.3,,,
,1899,12,25,,6.4,USA,S. CALIFORNIA,33.8,-118.5,,,
,1900,1,10,,,INDONESIA,"GALELA, HALMAHERA ISLAND",1.82,127.85,,,
,1900,8,11,,,USA,"LITUYA BAY, AK",58.6,-137.5,,5,5
,1900,9,10,,6.8,PAPUA NEW GUINEA,BISMARCK SEA,-4,152,,,
,1900,9,17,,,PAPUA NEW GUINEA,RABAUL HARBOR,-5,148,3,,
,1900,10,7,,6.9,INDONESIA,BISMARCK SEA,-4,140,,5,5
,1900,10,29,25,8.4,VENEZUELA,MANCUTO,11,-66,10,,
,1901,3,3,,6.7,USA,"MONTEREY BAY, N. CALIFORNIA",36,-120.5,,,
,1901,3,31,,7.2,BULGARIA,BLACK SEA,43.4,28.5,3,,4
,1901,6,15,33,6,JAPAN,"IWATE, JAPAN",39,143,,,
,1901,6,24,33,7.5,JAPAN,RYUKYU ISLANDS,28,130.3,0.25,,
,1901,8,9,33,7.2,JAPAN,OFF NORTHEAST COAST HONSHU,40.5,142.5,0.6,,
,1901,8,9,33,7.9,NEW CALEDONIA,LOYALTY ISLANDS,-22,170,1.2,,
,1901,8,9,33,7.4,JAPAN,OFF NORTHEAST COAST HONSHU,40.6,142.3,0.25,,18
,1901,8,9,33,6.3,JAPAN,OFF NORTHEAST COAST HONSHU,40.5,142.5,0.02,,
,1901,9,10,,7,PHILIPPINES,E. LUZON ISLAND,14,121.6,,,
,1901,10,8,,7,NICARAGUA,NICARAGUA,11,-86.5,1.5,,
,1901,12,31,25,7.1,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",51.45,-171.02,,,
,1902,1,18,,6.3,GUATEMALA,OCOSA,14.71,-91.59,,,
,1902,2,26,,7,EL SALVADOR,EL SALVADOR-GUATEMALA,13.5,-89.5,5,185,185
,1902,4,19,33,7.5,GUATEMALA,OCOS,14,-91,,,2000
,1902,5,5,,,MARTINIQUE (FRENCH TERRITORY),MOUNT PELEE,14.82,-61.17,5,,23
,1902,5,7,,,SAINT VINCENT AND THE GRENADINES,SOUFRIERE VOLCANO,13.33,-61.18,1,,1680
,1902,5,8,,,MARTINIQUE (FRENCH TERRITORY),MOUNT PELEE,14.82,-61.17,,,28000
,1902,5,20,,,MARTINIQUE (FRENCH TERRITORY),MOUNT PELEE,14.82,-61.17,,,
,1902,7,5,,6.6,GREECE,AEGEAN SEA,40.75,23.25,,,
,1902,8,16,,,MEXICO,MEXICO,24.6,-107.9,,,
,1902,8,21,,7.3,PHILIPPINES,"ILLANA BAY, CELEBES SEA",7.5,123.5,,,
,1902,8,30,,,MARTINIQUE (FRENCH TERRITORY),MOUNT PELEE,14.82,-61.17,1,,1500
,1902,9,27,,,GUATEMALA,OCOS,14,-91,,,
,1903,2,10,,,USA TERRITORY,"GUAM, MARIANA ISLANDS",14,143.3,0.15,,
,1903,3,30,33,6.5,INDONESIA,BANDA SEA,-3,127.5,1,,
,1903,5,13,,,ITALY,CALABRIAN ARC,38.1,13.4,,,
,1903,7,16,,,MEXICO,S. MEXICO,16.7,-99.2,,,
,1903,8,,,,USA,"COOK INLET, AK",,,,,
,1903,9,7,,,TAIWAN,TAIWAN,,,,,
,1903,9,26,,,CHILE,NORTHERN CHILE,-20.2,-70.15,,,
,1903,10,6,,,USA,HAWAII,,,,,
,1903,10,8,,,USA,HAWAII,,,,,
,1903,10,20,,,CANADA,"BLACKLEAD ISLAND, CUMBERLAND SOUND",64.98,-66.2,,,
,1903,11,17,,,USA,HAWAII,,,,,
,1903,11,24,,,USA,HAWAII,,,,,
,1903,11,29,,,USA,HAWAII,,,15.7,,
,1903,12,7,,6.5,CHILE,NORTHERN CHILE,-28.5,-71,,,
,1904,1,20,33,7.9,COLOMBIA,OFF THE COAST PANAMA-COLOMBIA,7,-79,,,
,1904,2,2,,,INDONESIA,CELEBES SEA,1.5,120.8,,,
,1904,3,30,,,USA,WASHINGTON-OREGON,,,,,
,1904,6,25,30,8.3,RUSSIA,"KAMCHATKA PENINSULA, RUSSIA",52,159,,,
,1904,6,25,,8.1,RUSSIA,"KAMCHATKA PENINSULA, RUSSIA",52,159,,,
,1904,7,5,,,INDONESIA,BANDA SEA,-3.6,128.7,,,
,1904,8,8,33,7.2,NEW ZEALAND,CAPE TURNAGAIN,-40.4,176.4,,,
,1904,8,25,,,NEW ZEALAND,,-39.12,177.2,,,
,1904,9,7,,,INDONESIA,S. JAVA,-7.7,109,,,
,1904,12,20,,7.2,PANAMA,BOCAS DEL TORO,9.2,-82.8,,,
,1904,12,30,,,COOK ISLANDS,COOK IS.,,,,,
,1905,1,16,,,NORWAY,LOEN,61.866,6.85,40.5,61,61
,1905,1,20,,6.3,GREECE,AEGEAN SEA,39.66,22.83,,,
,1905,1,20,,6.8,COSTA RICA,GULF OF NICOYA,9.85,-84.68,,,
,1905,1,,,,MEXICO,REVILLAGIGEDO ISLANDS,19,-113,,,
,1905,3,19,,,VANUATU,MALO PASS,,,0.6,,
,1905,4,4,25,7.8,INDIA,"KANGRA, INDIA",33,76,,,19000
,1905,7,4,,,USA,"DISENCHANTMENT BAY, AK",60,-139.58,33.53,,
,1905,7,6,33,7,JAPAN,JAPAN:  OFF FUKUSHIMA,37.4,142.6,,57,57
,1905,8,4,,,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,,,
,1905,9,8,15,7.1,ITALY,TYRRHENIAN CALABRIA,38.67,16.07,1.3,,557
,1905,10,4,,5.1,RUSSIA,BLACK SEA,44.5,37.5,0.5,,
,1905,10,21,60,7.5,GEORGIA,CAUCASUS,42,42,,,
,1905,11,22,,,VANUATU,PORT VILA,-17.7,168.3,,,
,1905,11,24,,,VANUATU,PORT VILA,-17.7,168.3,,,
,1905,12,8,,6.5,PHILIPPINES,W. LUZON ISLAND,11,123.5,,,
,1905,,,,,TUNISIA,BALEARIC SEA,37.3,9.9,,,
,1905,,,,,TOGO,GOLD COAST,,,,,
,1906,1,31,25,8.8,ECUADOR,OFF COAST,1,-81.5,5,1000,1000
,1906,1,31,,,VENEZUELA,CARACAS,10.5,-66.916,,,
,1906,2,7,,,ECUADOR,COLOMBIA-ECUADOR,1,-81,0.25,,
,1906,2,21,,,COLOMBIA,BUENAVENTURA,3.9,-77.033,,,
,1906,4,4,,,ITALY,TYRRHENIAN SEA,40.821,14.426,0.4,,
,1906,4,18,33,7.9,USA,N. CALIFORNIA,37.7,-122.5,0.1,,
,1906,5,7,33,,CHILE,NORTHERN CHILE,-18.5,-70.3,,,
,1906,5,25,,,EL SALVADOR,OFF COAST,13.25,-88.83,,,
