,,,,,,,,,,,,
,YEAR,MONTH,DAY,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,MAXIMUM_WATER_HEIGHT,DEATHS,TOTAL_DEATHS
,1996,1,1,24,7.9,INDONESIA,SULAWESI,0.729,119.931,3.43,9,9
,1996,1,1,,,GREECE,W. CORINTH GULF,38.367,22.083,2,,
,1996,1,2,,,RUSSIA,"KARYMSKOYE, KAMCHATKA, RUSSIA",54.05,159.43,30,,
,1996,2,17,33,8.2,INDONESIA,IRIAN JAYA,-0.891,136.952,7.7,110,164
,1996,2,21,10,7.5,PERU,N. PERU,-9.593,-79.587,5.1,12,12
,1996,2,25,21,7.1,MEXICO,MEXICO,15.978,-98.07,0.1,,
,1996,4,24,,,SWITZERLAND,LAKE BRIENZ,46.73,7.97,0.5,,
,1996,6,10,33,7.9,USA,"ANDREANOF ISLANDS, AK",51.564,-177.632,0.51,,
,1996,6,10,24,7.3,USA,"ANDREANOF ISLANDS, AK",51.478,-176.847,0.18,,
,1996,9,4,33,5.7,JAPAN,HONSHU ISLAND,31.555,139.931,0.3,,
,1996,9,5,10,6.9,CHILE,EASTER ISLAND REGION,-22.118,-113.436,0.09,,
,1996,9,5,20,6.8,TAIWAN,TAIWAN REGION,21.898,121.498,0.11,,
,1996,10,18,10,6.6,JAPAN,KYUSHU ISLAND,30.568,131.093,0.2,,
,1996,10,19,22,6.7,JAPAN,KYUSHU ISLAND,31.885,131.468,0.55,,
,1996,11,12,33,7.7,PERU,S. PERU,-14.993,-75.675,0.4,,14
,1996,12,2,49,6.7,JAPAN,SEA OF JAPAN,31.789,131.314,0.2,,
,1997,4,10,,,HONDURAS,GULF OF FONSECA,13.1,-87.6,15,,
,1997,4,18,,,AUSTRALIA,NORFOLK ISLAND,,,,,
,1997,4,21,33,7.7,SOLOMON ISLANDS,SANTA CRUZ IS. VANUATU,-12.584,166.676,3,,
,1997,7,9,20,7,VENEZUELA,CARIACO-CUMANA,10.598,-63.486,,,81
,1997,9,30,10,6.2,JAPAN,S. OF HONSHU ISLAND,31.959,141.878,0.03,,
,1997,10,14,167,7.7,TONGA,TONGA ISLANDS,-22.1,-176.77,0.1,,
,1997,12,5,33,7.8,RUSSIA,KAMCHATKA,54.841,162.035,8,,
,1997,12,14,,,RUSSIA,KAMCHATKA,54.841,162.035,8,,
,1997,12,26,,,MONTSERRAT,WHITE RIVER VALLEY,16.72,-62.18,3,,
,1998,3,19,,,NORWAY,WESTERN NORWAY,61.183,5.267,6,,
,1998,3,25,10,8.1,ANTARCTICA,BALLENY ISLANDS,-62.877,149.527,0.01,,
,1998,5,3,33,7.5,TAIWAN,TAIWAN:  SOUTHEAST OF,22.306,125.308,0.13,,
,1998,7,17,25,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-2.943,142.582,15.03,1636,1636
,1998,11,29,33,7.7,INDONESIA,"TALIABU ISLAND,",-2.071,124.891,2.75,,41
,1999,1,20,,,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,2,,
,1999,8,17,13,7.6,TURKEY,"KOCAELI, TURKEY",40.76,29.97,2.52,155,17118
,1999,9,13,,,FRENCH POLYNESIA,FATU HIVA,-10.52,-138.67,8,,
,1999,11,26,33,7.5,VANUATU,VANUATU ISLANDS,-16.423,168.214,6.6,5,10
,2000,1,26,0,,PHILIPPINES,"TAWI-TAWI, PHILIPPINES",5.1,120.15,20,,
,2000,4,5,38,5.5,GREECE,CRETE,34.22,25.69,0.5,,
,2000,5,4,26,7.6,INDONESIA,SULAWESI,-1.105,123.573,6,,46
,2000,6,18,10,7.9,AUSTRALIA,SOUTH INDIAN OCEAN,-13.802,97.453,0.3,,
,2000,7,1,10,6.1,JAPAN,"KOZU-SHIMA ISLAND, HONSHU",34.221,139.131,0.07,,1
,2000,7,15,10,6.1,JAPAN,HONSHU: S COAST,34.319,139.26,0.07,,
,2000,7,30,10,6.5,JAPAN,HONSHU: S COAST,33.901,139.376,0.14,,
,2000,11,4,0,,USA,"POINT ARGUELLO, S. CALIFORNIA",34.5,-120.65,4.6,,
,2000,11,16,33,8,PAPUA NEW GUINEA,BISMARCK SEA,-3.98,152.169,3,,2
,2000,11,21,,,GREENLAND,PAATUUT (WEST GREENLAND),70.25,-52.75,50,,
,2001,1,13,60,7.7,EL SALVADOR,EL SALVADOR,13.049,-88.66,0.25,,844
,2001,6,23,33,8.4,PERU,S. PERU,-16.265,-73.641,8.8,26,103
,2001,10,12,20,6.1,CANADA,QUEEN CHARLOTTE ISLANDS,52.63,-132.2,0.11,,
,2001,12,18,14,6.8,TAIWAN,TAIWAN,23.954,122.734,0.12,,
,2002,1,2,21,7.2,VANUATU,VANUATU ISLANDS,-17.6,167.856,3,,
,2002,3,5,31,7.5,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.033,124.249,3,,15
,2002,3,26,33,6.4,JAPAN,JAPAN,23.346,124.09,0.05,,
,2002,3,31,33,7.1,TAIWAN,TAIWAN,24.279,122.179,0.2,,5
,2002,9,8,13,7.6,PAPUA NEW GUINEA,BISMARCK SEA,-3.302,142.945,5.5,,4
,2002,9,13,21,6.5,INDIA,"ANDAMAN ISLANDS, INDIA",13.036,93.068,,,2
,2002,10,10,10,7.6,INDONESIA,IRIAN JAYA,-1.757,134.297,5,,8
,2002,11,4,,,NEW ZEALAND,ALBERT TOWN,-44.7,169.2,,,
,2002,12,30,,,ITALY,STROMBOLI ISLAND,38.789,15.213,10.9,,
,2003,1,20,33,7.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.491,160.77,2,,
,2003,1,22,24,7.5,MEXICO,S. MEXICO,18.77,-104.104,0.61,,29
,2003,5,21,12,6.8,ALGERIA,N. ALGERIA,36.964,3.634,3,,2266
,2003,5,27,8,5.7,ALGERIA,ALGIERS,36.939,3.578,0.08,,9
,2003,7,12,,,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,4,,
,2003,8,21,28,7.2,NEW ZEALAND,SOUTH ISLAND,-45.104,167.144,0.15,,
,2003,9,25,27,8.3,JAPAN,HOKKAIDO ISLAND,41.815,143.91,4.4,,
,2003,10,31,10,7,JAPAN,E. HONSHU ISLAND,37.812,142.619,0.32,,
,2003,11,17,33,7.8,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.146,178.65,0.33,,
,2003,12,27,10,6.1,NEW CALEDONIA,LOYALTY ISLANDS,-22.107,169.35,0.15,,
,2004,1,28,17,6.7,INDONESIA,SERAM ISLAND,-3.12,127.4,,,
,2004,2,11,27,5.3,JORDAN,DEAD SEA,31.675,35.551,1,,
,2004,9,5,14,7.2,JAPAN,SOUTH COAST HONSHU ISLAND,33.07,136.618,0.63,,
,2004,9,5,10,7.4,JAPAN,SOUTH COAST HONSHU ISLAND,33.184,137.071,0.93,,
,2004,11,2,10,6.6,CANADA,VANCOUVER ISLAND,49.277,-128.772,0.06,,
,2004,11,11,10,7.5,INDONESIA,KEPULAUAN ALOR,-8.152,124.868,,,34
,2004,11,21,14,6.3,GUADELOUPE (FRENCH TERRITORY),"BASSE-TERRE, LES SAINTES",15.679,-61.706,0.7,,
,2004,11,22,10,7.1,NEW ZEALAND,PUYSEGUR TRENCH,-46.676,164.721,,,
,2004,11,28,39,7,JAPAN,HOKKAIDO ISLAND,43.006,145.119,0.12,,
,2004,12,23,10,8.1,AUSTRALIA,MACQUARIE ISLAND,-49.312,161.345,0.3,,
,2004,12,26,30,9.1,INDONESIA,OFF W. COAST OF SUMATRA,3.316,95.854,50.9,227899,227899
,2005,1,19,28,6.6,JAPAN,E. HONSHU ISLAND,34.064,141.491,0.39,,
,2005,2,14,12,5.8,GUADELOUPE (FRENCH TERRITORY),DOMINICA PASSAGE,15.775,-61.744,,,
,2005,3,28,30,8.7,INDONESIA,INDONESIA,2.085,97.108,4.2,10,1313
,2005,4,10,19,6.7,INDONESIA,KEPULAUAN MENTAWAI,-1.644,99.607,0.4,,
,2005,6,15,10,7.2,USA,N. CALIFORNIA,41.301,-125.97,0.1,,
,2005,8,16,36,7.2,JAPAN,E. COAST HONSHU ISLAND,38.276,142.039,0.05,,
,2005,11,14,11,7,JAPAN,E. COAST HONSHU ISLAND,38.107,144.896,0.42,,
,2005,12,9,,,CANADA,BRITISH COLUMBIA,,,0.08,,
,2006,1,16,,,USA,"COLUMBIA RIVER VALLEY, WA",,,9,,
,2006,3,14,30,6.7,INDONESIA,SERAM ISLAND,-3.595,127.214,3.5,4,4
,2006,5,3,55,8,TONGA,TONGA,-20.187,-174.123,0.27,,
,2006,5,20,,,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,1,,
,2006,7,17,34,7.7,INDONESIA,SOUTH OF JAVA,-9.254,107.411,20.9,802,802
,2006,9,28,28,6.9,SAMOA,SAMOA ISLANDS,-16.592,-172.033,0.08,,
,2006,10,15,39,6.7,USA,HAWAII,19.878,-155.935,0.1,,
,2006,11,15,10,8.3,RUSSIA,S. KURIL ISLANDS,46.592,153.266,21.9,,
,2006,12,26,10,7,CHINA,TAIWAN,21.799,120.547,0.07,,2
,2007,1,13,10,8.1,RUSSIA,S. KURIL ISLANDS,46.243,154.524,0.4,,
,2007,3,25,34,7.1,VANUATU,VANUATU ISLANDS,-20.617,169.357,0.08,,
,2007,3,25,8,6.7,JAPAN,HONSHU: W COAST,37.336,136.588,0.1,,1
,2007,4,1,10,8.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.46,157.044,12.1,50,52
,2007,4,21,,6.2,CHILE,SOUTHERN CHILE,-45.285,-72.606,10,8,10
,2007,5,7,,,BULGARIA,BLACK SEA,43,29,3,,
,2007,7,16,10,6.6,JAPAN,HONSHU: W COAST,37.57,138.478,,,9
,2007,8,2,5,6.2,RUSSIA,TATAR STRAIT,47.116,141.798,0.19,,2
,2007,8,2,21,6.7,USA,"ALEUTIAN ISLANDS, AK",51.307,-179.971,0.03,,
,2007,8,15,39,8,PERU,S. PERU,-13.386,-76.603,10.05,3,514
,2007,9,2,35,7.2,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.61,165.762,0.05,,
,2007,9,12,34,8.4,INDONESIA,SUMATRA,-4.438,101.367,5,,25
,2007,9,30,10,7.4,NEW ZEALAND,AUCKLAND ISLANDS,-49.418,163.954,0.25,,
,2007,11,14,40,7.7,CHILE,NORTHERN CHILE,-22.247,-69.89,0.28,,2
,2007,11,29,156,7.4,MARTINIQUE (FRENCH TERRITORY),,14.944,-61.274,,,
,2007,12,3,,,CANADA,"CHEHALIS LAKE, CHILLIWACK",49.475,-121.847,2,,
,2007,12,9,153,7.8,KERMADEC ISLANDS,KERMADEC ISLANDS,-25.996,-177.514,0.03,,
,2008,2,25,25,6.5,INDONESIA,SUMATRA,-2.486,99.972,0.12,,
,2008,4,9,35,7.3,NEW CALEDONIA,LOYALTY ISLANDS,-20.071,168.892,0.16,,
,2008,4,28,32,6.4,VANUATU,VANUATU ISLANDS,-19.941,168.953,0.03,,
,2008,5,12,19,7.9,CHINA,SICHUAN PROVINCE,31.002,103.322,,,87652
,2008,7,19,22,6.9,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,0.2,,
,2008,8,8,,,USA,"KASATOCHI VOLCANO, ALEUTIAN IS, AK",52.18,-175.5,0.19,,
,2008,8,26,10,5,ATLANTIC OCEAN,SOUTHERN ATLANTIC OCEAN,-52.533,26.417,,,
,2008,9,11,25,6.8,JAPAN,HOKKAIDO ISLAND,41.892,143.754,0.09,,6
,2008,10,28,,,USA,MAINE,43.8,-69.7,2,,
,2008,11,16,30,7.3,INDONESIA,SULAWESI,1.271,122.091,0.13,,6
,2009,1,3,17,7.6,INDONESIA,NEAR NORTH COAST,-0.414,132.885,0.39,,5
,2009,1,3,23,7.3,INDONESIA,NEAR NORTH COAST,-0.691,133.305,,,
,2009,1,15,36,7.4,RUSSIA,KAMCHATKA,46.857,155.154,0.11,,
,2009,2,11,22,7.2,INDONESIA,CELEBES SEA,3.884,126.397,0.13,,
,2009,3,19,34,7.6,TONGA,TONGA,-23.046,-174.659,0.15,,
,2009,5,28,10,7.3,HONDURAS,OFF COAST,16.72,-86.236,4,,7
,2009,7,15,12,7.8,NEW ZEALAND,OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,0.47,,
,2009,8,10,5,7.5,INDIA,ANDAMAN ISLANDS,14.099,92.888,0.01,,
,2009,8,10,40,6.4,JAPAN,HONSHU: S COAST,34.743,138.264,0.6,,1
,2009,8,16,20,6.7,INDONESIA,SUMATRA,-1.479,99.49,0.18,,
,2009,8,25,,,USA,"COLUMBIA RIVER VALLEY, WA",,,,,
,2009,9,29,18,8.1,SAMOA,SAMOA ISLANDS,-15.489,-172.095,22.35,192,192
,2009,9,30,81,7.5,INDONESIA,SUMATRA,-0.72,99.867,0.27,,1117
,2009,10,7,45,7.6,VANUATU,VANUATU ISLANDS,-13.006,166.51,0.31,,
,2010,1,3,26,6.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.743,157.477,0.01,,
,2010,1,3,25,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.799,157.346,7.52,,
,2010,1,5,15,6.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.019,157.551,0.03,,
,2010,1,12,13,7,HAITI,HAITI & DOMINICAN REPUBLIC,18.457,-72.533,3.21,7,316000
,2010,2,26,25,7,JAPAN,RYUKYU ISLANDS,25.93,128.425,0.1,,
,2010,2,27,23,8.8,CHILE,CENTRAL CHILE,-36.122,-72.898,29,156,558
,2010,3,11,11,6.9,CHILE,CENTRAL CHILE,-34.29,-71.891,0.14,,
,2010,4,6,31,7.8,INDONESIA,SUMATRA,2.383,97.048,0.44,,
,2010,4,13,,,COOK ISLANDS,"MANGAIA ISLAND, COOK ISLANDS",-21.955,-157.92,,,
,2010,4,13,,,PERU,"513 LAKE, HUALCAN GLACIER",-9.282,-77.645,23,1,1
,2010,5,29,,,USA TERRITORY,"SOUTH OF SARIGAN IS, N. MARIANA IS",16.708,145.97,0.04,,
,2010,6,12,35,7.5,INDIA,LITTLE NICOBAR ISLAND,7.881,91.936,0.03,,
,2010,8,10,25,7.2,VANUATU,VANUATU ISLANDS,-17.541,168.069,0.23,,
,2010,8,13,10,6.9,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.484,141.476,0.07,,
,2010,10,25,20,7.8,INDONESIA,SUMATRA,-3.487,100.082,16.9,431,431
,2010,12,21,14,7.4,JAPAN,BONIN ISLANDS,26.901,143.698,0.13,,
,2010,12,25,16,7.3,VANUATU,VANUATU ISLANDS,-19.702,167.947,0.15,,
,2011,1,9,24,6.5,VANUATU,VANUATU ISLANDS,-19.157,168.311,0.03,,
,2011,2,11,28,6.8,CHILE,CENTRAL CHILE,-36.474,-73.125,0.15,,
,2011,2,21,6,6.1,NEW ZEALAND,SOUTH ISLAND,-43.583,172.68,,,
,2011,3,9,32,7.5,JAPAN,HONSHU ISLAND,38.435,142.842,0.6,,
,2011,3,11,30,9.1,JAPAN,HONSHU ISLAND,38.297,142.372,38.9,18453,18453
,2011,4,7,42,7.1,JAPAN,E. COAST HONSHU ISLAND,38.276,141.588,0.08,,3
,2011,6,24,52,7.3,USA,"ATKA, ALEUTIAN ISLANDS, AK",52.05,-171.836,0.1,,
,2011,6,27,,,UK,"PLYMOUTH, ENGLAND",50.5,-3,0.4,,
,2011,7,6,17,7.6,NEW ZEALAND,KERMADEC ISLANDS,-29.539,-176.34,1.2,,
,2011,7,10,23,7,JAPAN,OFF EAST COAST OF HONSHU ISLAND,38.034,143.264,0.09,,
,2011,7,30,,,NORWAY,"LYSEFJOREN, WESTERN NORWAY",59.05,6.64,,,
,2011,8,6,,,NORWAY,"LYSEFJOREN, WESTERN NORWAY",59.05,6.64,,,
,2011,8,20,32,7.1,VANUATU,VANUATU ISLANDS,-18.365,168.143,0.18,,
,2011,8,20,28,7,VANUATU,VANUATU ISLANDS,-18.311,168.218,0.18,,
,2011,9,2,32,6.8,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.171,-171.708,0.06,,
,2011,10,21,33,7.4,NEW ZEALAND,KERMADEC ISLANDS,-28.993,-176.238,0.14,,
,2012,2,2,23,7,VANUATU,VANUATU ISLANDS,-17.827,167.133,0.08,,
,2012,3,14,12,6.9,JAPAN,HOKKAIDO ISLAND,40.887,144.944,0.2,,
,2012,3,20,20,7.4,MEXICO,S. MEXICO,16.493,-98.231,0.2,,2
,2012,4,11,20,8.6,INDONESIA,OFF W. COAST OF N SUMATRA,2.327,93.063,,,10
,2012,4,11,25,8.2,INDONESIA,OFF W. COAST OF N SUMATRA,0.802,92.463,,,
,2012,4,14,11,6.3,VANUATU,VANUATU ISLANDS,-18.972,168.741,,,
,2012,7,15,,,GREENLAND,ILULISSAT ICEFJORD,69.2,-51.3,,,
,2012,8,27,28,7.3,EL SALVADOR,EL SALVADOR-NICARAGUA,12.139,-88.59,6.3,,
,2012,8,31,28,7.6,PHILIPPINES,PHILIPPINE ISLANDS,10.811,126.638,0.15,,1
,2012,9,5,35,7.6,COSTA RICA,COSTA RICA,10.085,-85.315,0.16,,2
,2012,10,28,14,7.7,CANADA,BRITISH COLUMBIA,52.788,-132.101,12.98,1,1
,2012,11,7,24,7.3,GUATEMALA,GUATEMALA,13.988,-91.895,0.35,,48
,2012,12,7,31,7.2,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.89,143.949,1,,
,2012,12,28,,,CHINA,"ZHAOJUN BRIDGE, HUBEI PROVINCE",31.256,110.733,,,
,2013,1,5,10,7.5,USA,"SE. ALASKA, AK",55.393,-134.652,1.5,,
,2013,2,6,24,7.9,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-10.766,165.114,11,10,10
,2013,2,8,21,7,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-10.928,166.018,,,
,2013,4,19,110,7.2,RUSSIA,S. KURIL ISLANDS,46.221,150.788,0.2,,
,2013,6,13,,,USA,NORTHWEST ATLANTIC OCEAN,,,1.8,,
,2013,7,21,17,6.5,NEW ZEALAND,COOK STRAIT,-41.704,174.337,0.07,,
,2013,8,16,10,6.5,NEW ZEALAND,WELLINGTON,-41.767,174.061,,,
,2013,9,24,47,,PAKISTAN,OFF COAST GWADAR,25.18,62.26,0.26,,386
,2013,10,25,26,7.1,JAPAN,E. COAST HONSHU ISLAND,37.149,144.679,0.4,,
,2013,11,17,10,7.8,ANTARCTICA,SCOTIA SEA,-60.296,-46.362,0.15,,
,2014,3,16,20,6.7,CHILE,NORTHERN CHILE,-19.925,-70.628,,,
,2014,4,1,20,8.2,CHILE,NORTHERN CHILE,-19.642,-70.817,4.4,,
,2014,4,3,40,7.6,CHILE,NORTHERN CHILE,-20.4,-70.135,,,
,2014,4,12,29,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.315,162.211,,,
,2014,4,13,35,7.4,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.451,162.069,,,
,2014,4,18,24,7.2,MEXICO,GREYMOUTH,17.552,-100.816,,,
,2014,4,19,31,7.5,PAPUA NEW GUINEA,SOLOMON SEA,-6.72,154.931,,,
,2014,6,23,20,6.9,NEW ZEALAND,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-30.118,-177.67,0.13,,
,2014,6,23,108,7.9,USA,"ALEUTIAN ISLANDS, AK",51.797,178.76,0.17,,
,2014,7,11,11,6.5,JAPAN,SANRIKU,37.04,142.425,0.2,,
,2014,7,25,10,6.1,USA,"PALMA BAY, AK",58.358,-137.13,0.08,,
,2014,10,9,16,7.1,CHILE,EASTER ISLAND REGION,-32.115,-110.779,,,
,2014,10,14,40,7.3,EL SALVADOR,GULF OF FONSECA,12.526,-88.123,,,1
,2014,11,15,35,7.1,INDONESIA,N. MOLUCCAS ISLANDS,1.928,126.54,0.09,,
,2015,2,16,23,6.7,JAPAN,HONSHU,39.83,142.89,,,
,2015,2,19,10,6.4,VANUATU,VANUATU ISLANDS,-16.431,168.148,,,
,2015,3,29,40,7.5,PAPUA NEW GUINEA,BISMARCK SEA,-4.76,152.556,0.5,,
,2015,5,2,33,5.7,JAPAN,S. OF HONSHU ISLAND,31.594,140.167,0.5,,
,2015,5,5,42,7.5,PAPUA NEW GUINEA,NEW BRITAIN,-5.465,151.886,,,
,2015,7,1,,,SCOTLAND,NORTH SEA,,,0.18,,
,2015,7,10,12,6.7,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.303,158.396,0.01,,
,2015,7,18,10,7,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-10.444,165.172,0.09,,
,2015,7,27,29,6.9,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.736,-169.446,0.08,,
,2015,9,16,22,8.3,CHILE,CENTRAL CHILE,-31.573,-71.674,13.6,8,15
,2015,10,18,,,USA,"ICY BAY, AK",60.08,-141.3,190,,
,2015,11,11,10,6.9,CHILE,CENTRAL CHILE,-29.439,-72.105,0.55,,
,2015,11,13,12,6.7,JAPAN,JAPAN,30.991,128.877,0.3,,
,2015,11,17,11,6.5,GREECE,IONIAN SEA,38.755,20.552,0.15,,2
,2016,3,2,24,7.8,INDONESIA,SW. SUMATRA,-4.908,94.275,0.21,,
,2016,4,16,21,7.8,ECUADOR,OFF COAST,0.382,-79.922,0.14,,662
,2016,4,28,27,7,VANUATU,VANUATU ISLANDS,-16.074,167.393,0.02,,
,2016,8,12,10,7.2,NEW CALEDONIA,LOYALTY ISLANDS,-22.495,173.111,0.19,,
,2016,8,19,10,7.4,UK TERRITORY,SOUTHERN ATLANTIC OCEAN,-55.279,-31.874,0.1,,
,2016,9,1,19,7.1,NEW ZEALAND,GISBORNE,-37.401,179.055,0.21,,
,2016,11,13,,7.8,NEW ZEALAND,OFF EAST COAST OF SOUTH ISLAND,-42.757,173.077,6.9,,2
,2016,11,21,11,6.9,JAPAN,E. COAST HONSHU ISLAND,37.392,141.403,,,
,2016,11,24,10,7,NICARAGUA,NICARAGUA,11.96,-88.835,0.08,,
,2016,12,8,41,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.665,161.335,0.43,,1
,2016,12,9,21,6.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.73,161.107,0.05,,
,2016,12,17,103,7.9,PAPUA NEW GUINEA,SOLOMON SEA,-4.509,153.45,0.08,,
,2016,12,25,35,7.6,CHILE,SOUTHERN CHILE,-43.416,-73.88,0.44,,
,2017,1,3,17,6.9,FIJI,FIJI ISLANDS,-19.326,176.053,0.01,,
,2017,1,22,136,7.9,PAPUA NEW GUINEA,BOUGAINVILLE ISLAND,-6.214,155.122,0.04,,
,2017,3,20,,,IRAN,PERSIAN GULF,27.835,51.94,,2,2
,2017,4,24,25,6.9,CHILE,CENTRAL CHILE,-33.073,-72.051,0.16,,
,2017,4,28,26,6.9,PHILIPPINES,"SOCCSKSARGEN, PHILIPPINES",5.516,125.093,0.2,,
,2017,5,1,2,6.2,USA,"SKAGWAY, AK",59.844,-136.695,0.06,,
,2017,5,29,,,NETHERLANDS,NORTH SEA,,,2,,
,2017,6,12,10,6.3,GREECE,LESBOS,38.932,26.364,0.4,,1
,2017,6,17,0,,GREENLAND,KARRAT FJORD,71.813,-52.569,90,4,4
,2017,7,17,11,7.7,RUSSIA,BERING ISLAND,54.472,168.815,0.1,,
,2017,7,19,,,COLOMBIA,OFF THE COAST NEAR SANTA MARTA,11,-74.3,8,,
,2017,7,20,10,6.7,TURKEY,GULF OF G÷KOVA,36.949,27.458,1.9,,2
,2017,9,8,47,8.2,MEXICO,S. MEXICO,15.022,-93.899,2,,98
,2017,10,31,11,6.8,NEW CALEDONIA,LOYALTY ISLANDS,-21.66,169.203,0.13,,
,2017,11,1,10,6.6,NEW CALEDONIA,LOYALTY ISLANDS,-21.63,168.884,0.1,,
,2017,11,19,10,7,NEW CALEDONIA,LOYALTY ISLANDS,-21.334,168.683,0.37,,
